seqnames,start,end,width,strand,readthrough,tss_anti.ind,tss_anti.gene_id,tss_anti.gene_name,gene_body_anti.ind,gene_body_anti.gene_id,gene_body_anti.gene_name,tss.ind,tss.gene_id,tss.gene_name,antisense.ind,antisense.gene_id,antisense.gene_name,anti_unique_id,nearest.tss.dist,antisense.type,noncode_id,lincpedia_id,Fantom_distance,Fantom_ID,Fantom_set,Fantom_biotype,Fantom_type,Fantom_trait,max.cor,cluster,Rutkowski_FoursU_mock_GSM1444171_GSM1444185 ,Rutkowski_FoursU_1hpi_GSM1444172_GSM1444186 ,Rutkowski_FoursU_2hpi_GSM1444173_GSM1444187 ,Rutkowski_FoursU_3hpi_GSM1444174_GSM1444188 ,Rutkowski_FoursU_4hpi_GSM1444175_GSM1444189 ,Rutkowski_FoursU_5hpi_GSM1444176_GSM1444190 ,Rutkowski_FoursU_6hpi_GSM1444177_GSM1444191 ,Rutkowski_FoursU_7hpi_GSM1444178_GSM1444192 ,Rutkowski_FoursU_8hpi_GSM1444179_GSM1444193 ,Rutkowski_RNAseq_mock_GSM1444166_GSM1444180 ,Rutkowski_RNAseq_2hpi_GSM1444167_GSM1444181 ,Rutkowski_RNAseq_4hpi_GSM1444168_GSM1444182 ,Rutkowski_RNAseq_6hpi_GSM1444169_GSM1444183 ,Rutkowski_RNAseq_8hpi_GSM1444170_GSM1444184 ,Breuer_VZV_mock_ERS317032_ERS317034,Breuer_VZV_120hpi_ERS317041_ERS317029,Tirosh_CMV_mock_GSM1712278,Tirosh_CMV_5hpi_GSM1712281,Tirosh_CMV_12hpi_GSM1712282,Tirosh_CMV_24hpi_GSM1712283,Tirosh_CMV_72hpi_GSM1712284,Schlackow_tss.Total.mNET_mock_GSM2357382,Schlackow_tss.TotalsiEX3.mNET_mock_GSM2241322_GSM2357383,Schlackow_tss.TotalsiLuc.mNET_mock_GSM2241321_GSM2357384,WI38-polyA-stranded_0h,WI38-polyA-stranded_4h,WI38-polyA-stranded_9h,WI38-polyA-stranded_15h,RZ-HeLa_EYFP,RZ-HeLa_EYFP-ICP4,polyA-HeLa_wtHeLa-0h,polyA-HeLa_wtHeLa-2h,polyA-HeLa_wtHeLa-4h,polyA-HeLa_wtHeLa-6h,polyA-HeLa_mut56D2-0h,polyA-HeLa_mut56D2-2h,polyA-HeLa_mut56D2-4h,polyA-HeLa_mut56D2-6h,polyA-HeLa_mut59F8-0h,polyA-HeLa_mut59F8-2h,polyA-HeLa_mut59F8-4h,polyA-HeLa_mut59F8-6h
chr1,32169183,32179832,10650,+,FALSE,TRUE,ENSG00000084636,COL16A1,TRUE,ENSG00000084636,COL16A1,FALSE,None,None,FALSE,None,None,Anti000128,477,Convergent,None,None,1062,CATG00000096117.1,lv2_permissive,nonCoding,NA,NA,0.761904762,8,4.73,5.27,4.825,3.91,2.815,1.805,1.8,1.055,2.525,4.465,4.92,3.645,0.8,1.005,4.195,3.32,2.86,2.79,0.93,2.58,1.36,0,2.64,0,3.405,2.52,2.045,1.55,0.96,2.25,1.4,2.115,0.47,0.525,0.45,1.185,0.92,0.805,1.005,0.95,0.48,0
chr1,32403523,32410612,7090,+,FALSE,TRUE,ENSG00000184007,PTP4A2,TRUE,ENSG00000184007,PTP4A2,FALSE,None,None,FALSE,None,None,Anti000129,-35,Divergent,None,None,37,CATG00000097771.1,lv4_stringent,nonCoding,lncRNA_divergent,GWAS_DOID_0050741_alcohol_dependence[1.98E-06],0.311382828,2,4.34,4.255,4.675,5.3,4.57,4.87,3.8,4.255,4.36,3.83,4.525,5.25,4.285,3.43,4.51,4.97,4.71,4.48,3.74,2.86,3,11.84,13.01,12.09,3.425,3.75,2.285,2.705,3.01,3.61,1.16,0.63,2.315,2.48,1.19,1.215,2.275,3.415,1.935,0.965,0.63,2.86
chr1,34943458,34945824,2367,+,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti000140,191836,None,None,None,6,CATG00000106158.1,lv2_permissive,nonCoding,NA,NA,NA,5,2.4,2.395,0,1.155,3.905,3.795,3.585,5.2,4.885,1.715,4.205,4.995,5.01,6.39,0,0,0,0,0,2.25,3,0,0,0,0,0,0,0,4.73,3.24,0,0,0,0,0,0,0,0,0,0,0,0
chr1,35450624,35456485,5862,+,FALSE,TRUE,ENSG00000243749:ENSG00000241014,ZMYM6NB:RP11-244H3.1,TRUE,ENSG00000163867:ENSG00000241014:ENSG00000243749:ENSG00000271741,ZMYM6:RP11-244H3.1:ZMYM6NB:RP11-244H3.4,FALSE,None,None,FALSE,None,None,Anti000141,329,Convergent,None,None,29484,CATG00000108060.1,lv2_permissive,nonCoding,NA,NA,NA,7,5.34,5.375,5.305,4.54,4.045,2.515,1.355,1.005,1.185,4.225,5.54,4.805,3.52,1.5,5.95,5.125,7.79,6.97,7.04,6.96,5.62,11.86,12.91,12.02,6.515,6.775,5.015,3.94,3.26,1.43,1.59,2.54,1.775,2.345,2.58,1.27,2.5,2.11,2.845,2.545,2.015,0.755
chr1,37907925,37910611,2687,+,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti000151,58669,None,None,None,31172,ENSG00000163874.8,lv2_permissive,coding,coding_mRNA,__na,NA,5,0,0,0,1.085,0,1.055,1.07,3.15,5.37,0,0,0,0,0,5.005,1.485,0,0,0,0,0,6.83,6.21,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr1,38325457,38329306,3850,+,FALSE,TRUE,ENSG00000188786,MTF1,FALSE,None,None,FALSE,None,None,TRUE,ENSG00000230955,RP11-109P14.10,Anti000153,-164,Divergent,None,None,20,ENSG00000230955.1,lv4_stringent,nonCoding,lncRNA_divergent,__na,0.357142857,6,1.93,3.995,4.705,5.175,4.465,4.745,3.665,4.68,4.46,3.63,3.345,5.06,5.01,4.295,6.005,6.855,7.54,6.25,6.4,6.64,5.6,11.57,11.91,11.74,6.355,5.925,5.95,5.6,4.45,4.05,3.08,2.475,3.115,3.105,2.13,2.555,3.405,2.585,3.25,2.23,2.23,2.76
chr1,38374141,38376271,2131,+,FALSE,FALSE,None,None,TRUE,ENSG00000204084,INPP5B,FALSE,None,None,FALSE,None,None,Anti000154,-18795,Internal,NONHSAT148743.1,None,427,CATG00000115659.1,lv2_permissive,nonCoding,NA,NA,0,10,1.245,0,2.905,3.135,0,0,2.41,2.765,4.265,2.045,3.42,3.12,4.24,5.13,3.045,1.635,7.75,7.43,7.41,8.57,9.87,5.27,3.625,0,0,3.22,1.32,1.765,8.29,7.59,2.455,1.95,2.925,1.775,3.25,1.645,2.88,3.9,4.005,3.64,3.985,4.09
chr1,39325548,39394113,68566,+,FALSE,TRUE,ENSG00000116954,RRAGC,FALSE,None,None,FALSE,None,None,TRUE,ENSG00000228436,RP5-864K19.4,Anti000156,-52,Divergent,None,None,47,ENSG00000228436.2,lv4_stringent,nonCoding,lncRNA_divergent,GWAS_DOID_10652_Alzheimer_s_disease[9.00E-17],0.047619048,1,4.875,4.97,5.075,5.365,5.125,5.39,4.72,4.995,5.095,3.655,5.16,4.88,4.645,4.225,6.015,5.79,7.8,5.42,6.01,6.5,5.19,10.59,11.25,11.31,4.94,4.57,3.92,2.66,2.58,2.42,2.285,2.105,2.535,3.545,2.005,2.035,3.505,3.965,2.08,2.405,3.245,3.445
chr1,40505366,40505904,539,+,FALSE,FALSE,None,None,FALSE,None,None,TRUE,ENSG00000131236,CAP1,FALSE,None,None,Anti000163,39140,None,None,None,15,ENSG00000131236.12,lv4_stringent,nonCoding,coding_mRNA,__na,NA,4,5.275,5.07,4.725,6.305,5.47,2.83,4.65,4.57,0,2.23,3.405,5.255,2.2,0,2.225,0,6.71,8.01,6.19,7.37,4.99,13.55,13.6,13.82,2.61,2.15,6.18,3.2,0,0,2.105,0,2.14,0,2.07,0,4.22,0,0,0,0,4.87
chr1,42128704,42153996,25293,+,FALSE,FALSE,None,None,TRUE,ENSG00000127124,HIVEP3,FALSE,None,None,FALSE,None,None,Anti000177,37967,Internal,None,None,25801,CATG00000116939.1,lv2_permissive,nonCoding,NA,NA,-0.761904762,3,0.415,0.415,1.71,2.625,3.06,4.09,4.045,4.5,5.015,0.27,1.445,3.29,3.595,3.32,0,0.76,0,0,0.47,0.43,0.41,0,2.64,0,0.41,0,1.47,1.07,0.84,0,0,0,0,0,0,0,0.23,0.255,0,0,0,0.255
chr1,42801056,42805460,4405,+,FALSE,TRUE,ENSG00000198815,FOXJ3,TRUE,ENSG00000198815,FOXJ3,FALSE,None,None,FALSE,None,None,Anti000178,-152,Divergent,None,None,9,CATG00000117114.1,lv4_stringent,nonCoding,lncRNA_divergent,__na,0.928571429,7,5.08,5.095,4.5,4.335,3.46,2.565,2.245,0.775,2.335,3.66,5.005,4.65,2.835,3.505,0.915,3.345,5.62,5.54,6.25,6.35,5.53,5.27,8.1,8.59,0.84,2.095,0,1.83,3.63,4.07,1.665,1.23,0.845,2.485,1.74,2.02,2.655,0.9,3.775,3.29,2.46,1.78
chr1,43390172,43394969,4798,+,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti000181,6623,Convergent,None,None,40,CATG00000117297.1,lv4_stringent,nonCoding,lncRNA_intergenic,__na,NA,1,4.975,4.765,5.01,5.425,5.145,4.615,3.64,4.28,4.075,4.16,5.33,5.765,4.77,3.925,11.42,11.095,1.73,0,2.34,2.71,2.99,11.65,11.36,11.46,10.815,9.98,8.385,4.745,3.97,4.3,1.165,1.985,0.81,2.135,2.255,1.93,1.155,0.845,2.395,2.605,2.235,2.7
chr1,43833964,43850007,16044,+,FALSE,TRUE,ENSG00000066322,ELOVL1,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti000182,-267,Divergent,NONHSAT148831.1,None,80,ENSG00000229431.1,lv4_stringent,nonCoding,lncRNA_divergent,GWAS_DOID_14330_Parkinson_s_disease[1.37E-07],0.738095238,8,5.95,5.665,5.35,4.915,4.175,3.515,2.135,2.755,4.21,4.98,5.75,4.18,2.69,3.135,5.535,4.28,5.51,2.86,4.12,5.37,3.29,10.09,10.57,10.82,4.655,4.19,1.995,2.005,3.88,3.87,3.575,3.885,3.45,2.765,4.05,3.595,3.205,2.74,3.98,3.7,3.54,3.365
chr1,44496232,44501797,5566,+,FALSE,TRUE,ENSG00000196517,SLC6A9,TRUE,ENSG00000196517,SLC6A9,FALSE,None,None,FALSE,None,None,Anti000188,799,Convergent,NONHSAT148844.1,None,119,ENSG00000230615.2,lv4_stringent,nonCoding,lncRNA_divergent,GWAS_DOID_332_amyotrophic_lateral_sclerosis[5.00E-06],0.833333333,4,5.645,5.22,5.155,5.68,5.015,5.01,3.67,3.885,3.93,4.04,5.235,5.905,4.84,4.58,4.195,4.2,6.15,3.62,3,3.78,4.55,11.42,11.75,11.9,0.73,0.745,0,0,3.04,2.67,2.565,1.095,0,0.8,0,1.425,0.72,2.165,1.87,0.74,0,0
chr1,45769567,45773258,3692,+,FALSE,FALSE,None,None,TRUE,ENSG00000162415,ZSWIM5,FALSE,None,None,FALSE,None,None,Anti000194,2313,Convergent,None,None,18,CATG00000117948.1,lv4_stringent,nonCoding,lncRNA_divergent,__na,0.666666667,4,5.24,5.245,5.38,5.275,5.26,3.455,3.75,3.19,3.305,4.295,5.38,4.66,3.5,2.2,1.81,3.465,4.96,2.14,4.28,5.3,4.07,12.87,14.16,14.39,0,0,0,0,3.19,3.18,3.215,3.255,4.245,3.885,3.25,4.125,4.25,4.325,4.78,2.865,3.975,4.555
chr1,52561937,52608045,46109,+,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti000210,-40093,None,None,None,1068,ENSG00000134717.13,lv2_permissive,nonCoding,coding_mRNA,__na,NA,9,1.04,1.54,1.26,1.975,3.12,4.125,4.015,4.485,4.93,0.95,1.45,2.74,3.045,2.955,2.36,2.895,4.76,4.72,3.58,4.46,3.89,5.27,0,0,1.04,0.865,0.31,0.16,0.52,1.2,0.135,0.14,0,0.16,0,0,0,0.155,0.15,0.14,0.14,0
chr1,53686038,53689632,3595,+,FALSE,TRUE,ENSG00000162384,C1orf123,TRUE,ENSG00000162384,C1orf123,FALSE,None,None,TRUE,ENSG00000259818,RP5-1024G6.7,Anti000217,209,Convergent,None,None,332,ENSG00000259818.1,lv4_stringent,nonCoding,lncRNA_divergent,__na,0.452380952,2,4.36,4.355,4.775,5.26,4.87,4.55,4.035,3.955,3.99,3.145,4.83,5.375,4.2,2.985,5.37,5.51,2.04,2.17,3.19,3.44,0,13.39,15.49,14.4,0,0,3.555,3.12,3.61,3.89,0.93,0.95,1.605,0,0.9,2.245,1.87,1.01,1.94,1.91,2.565,1.995
chr1,54873477,54881928,8452,+,FALSE,FALSE,None,None,TRUE,ENSG00000157216,SSBP3,FALSE,None,None,FALSE,None,None,Anti000222,-1384,Divergent,None,None,1862,CATG00000001568.1,lv2_permissive,nonCoding,NA,NA,-0.538931818,9,0,0,0,2.07,1.915,3.17,3.455,4.57,5.5,0,0.62,1.57,2.82,4.19,0,0,1.21,1.31,1.72,0,0,8.04,6.905,8.44,0.55,0.565,0.61,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0
chr1,54954206,54990496,36291,+,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti000223,28725,None,None,None,14,CATG00000001614.1,lv3_robust,nonCoding,lncRNA_intergenic,GWAS_DOID_0060108_brain_glioma[1.70E-06],NA,9,0.62,0.325,0.945,1.015,1.36,2.905,3.955,5.11,6.11,0.355,1.185,1.715,3.215,4.35,0.475,0.805,1.34,1.25,0.62,1.44,0.3,9.23,8.775,8.59,0,0,0,0.545,0.64,0.35,0.17,0.35,0,0,0,0,0,0.185,0,0,0,0
chr1,55681085,55683533,2449,+,FALSE,TRUE,ENSG00000162402,USP24,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti000227,-298,Divergent,NONHSAT003407.2,lnc-PCSK9-1,10,ENSG00000231090.1,lv4_stringent,nonCoding,lncRNA_divergent,GWAS_DOID_655_inherited_metabolic_disorder[1.42E-14],0.452380952,6,3.53,4.76,4.835,6.24,5.575,4.785,4.15,5.375,5.005,2.51,3.24,3.8,3.15,2.42,4.175,5.33,5.68,3.49,4.85,5.22,6.53,9.14,10.435,9.86,4.36,3.935,3.37,1.945,0,2.34,4.21,5.045,4.53,5.785,4.17,4.585,4.61,4.705,5.01,5.195,5.06,5.41
chr1,59180893,59196490,15598,+,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti000228,-15128,None,NONHSAT003516.2,lnc-FGGY-6,3106,CATG00000002414.1,lv1_raw,nonCoding,lncRNA_intergenic,GWAS_DOID_10283_prostate_cancer[0.000000163],NA,4,4.26,4.815,4.315,4.91,4.48,3.36,1.96,2.135,2.84,4.215,4.755,4.105,3.205,3.215,3.19,1.73,2.59,1.38,0,1.09,0.62,0,0,0,0,0.36,0.39,0,2.89,2.61,3.105,2.81,2.67,1.755,2.155,2.15,2.21,1.345,1.745,2.36,2.135,1.43
chr1,59247439,59250822,3384,+,FALSE,FALSE,None,None,TRUE,ENSG00000177606,JUN,FALSE,None,None,FALSE,None,None,Anti000229,2345,Convergent,None,None,2048,ENSG00000234807.4,lv2_permissive,nonCoding,lncRNA_divergent,__na,0.428571429,4,5.2,4.39,4.29,4.49,4.865,5.1,3.985,4.01,4.195,3.685,2.115,5.495,4.515,3.92,9.945,9.03,3.83,2.24,1.95,0,3.73,11.87,12.135,12.43,10.1,10.305,8.72,7.135,3.69,2.78,0.975,0.98,1.965,0,1.34,1.915,0.965,1.45,0,1.975,2.375,2.47
chr1,62791875,62794159,2285,+,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti000234,-6789,Divergent,None,None,30526,CATG00000002832.1,lv2_permissive,nonCoding,NA,NA,NA,6,1.205,0,2.815,3.47,3.065,4.535,4.285,3.94,3.33,1.3,4.355,6.56,6.66,7.585,0,1.165,3.97,3.58,4.17,3.13,3.96,0,0,0,0,0,0,1.285,0,0,0,0,1.21,0,0,0,0,0,0,0,0,1.25
chr1,63153998,63199865,45868,+,FALSE,TRUE,ENSG00000116641,DOCK7,FALSE,None,None,FALSE,None,None,TRUE,ENSG00000235545,RP11-230B22.1,Anti000236,-28,Divergent,None,None,154,ENSG00000235545.1,lv4_stringent,nonCoding,lncRNA_divergent,GWAS_EFO_0004574_total_cholesterol_measurement[4.00E-80],0.880952381,4,4.62,4.765,4.525,4.73,4.04,3.56,2.87,3.15,3.51,3.17,4.325,3.73,3.07,2.555,0.625,1.61,5.18,4.43,3.14,3.54,2.91,12.73,14.135,13.06,2.23,2.475,1.365,0.8,0.91,1.06,1.655,2.22,1.815,1.075,1.41,2.115,1.15,0.665,1.065,2.605,1.69,1.175
chr1,64935820,64936427,608,+,FALSE,FALSE,None,None,FALSE,None,None,TRUE,ENSG00000158966,CACHD1,FALSE,None,None,Anti000239,371120,None,None,None,7,ENSG00000158966.9,lv4_stringent,coding,coding_mRNA,GWAS_DOID_11714_gestational_diabetes[1.75E-06],NA,2,4.62,4.62,4.085,6.06,5.95,4.965,5.53,4.88,2.445,6.345,2.19,6.22,4.255,5.175,0,2.015,10.66,9.89,9.39,9.48,8.3,5.27,6.905,0,0,2.545,4.755,0,4.13,5.08,0,0,0,4.3,0,2.02,0,3.24,2.59,2.06,4.12,4.22
chr1,65311106,65327002,15897,+,FALSE,FALSE,None,None,TRUE,ENSG00000162434,JAK1,FALSE,None,None,FALSE,None,None,Anti000241,1485,Convergent,NONHSAT149098.1,None,155,CATG00000003111.1,lv2_permissive,nonCoding,NA,NA,-0.904761905,5,1.365,0,1.09,0.335,0.75,3.72,4.205,4.485,4.6,1.225,0.395,1.48,3.765,3,7.52,6.35,1.93,3.68,3.06,1.42,0.61,6.83,5.92,5.31,7.645,7.54,5.81,5.025,1.18,2.25,0.335,1.66,1.165,1.92,0.875,1.09,0.88,1.445,1.51,0.35,0.93,0.37
chr1,72749801,72767154,17354,+,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti000251,-1383,Divergent,None,None,767,CATG00000004376.1,lv4_stringent,nonCoding,uncertain_coding,GWAS_DOID_9970_obesity[1.61E-22],NA,1,4.785,5.385,4.605,4.53,4.605,4.32,3.66,4.625,4.72,4.445,5.89,5.025,5.195,5.465,0,0,4.51,3.04,0.64,2.48,2.27,7.82,9.04,8.59,0.32,0.33,0,0,3.78,3.99,2.635,2.655,1.615,1.685,2.115,2.715,2.05,0.91,1.98,2.55,2.325,1.245
chr1,77685244,77698926,13683,+,FALSE,TRUE,ENSG00000142892,PIGK,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti000258,-128,Divergent,NONHSAT149227.1,lnc-AK5-1,38,CATG00000004923.1,lv4_stringent,nonCoding,lncRNA_divergent,__na,0.928571429,8,5.03,4.985,4.4,4.75,3.89,3.735,2.28,2.82,2.655,4.51,5.31,4.585,3.46,3.315,1.56,1.74,5.84,3.06,4.57,5.34,4.43,0,0,0,2.295,1.235,0,0.87,4.78,4.51,4.5,3.265,3.37,3.65,4.975,4.11,3.375,3.185,4.455,4.095,3.885,3.53
chr1,81407601,81409788,2188,+,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti000263,157088,None,None,None,138791,ENSG00000227937.1,lv2_permissive,nonCoding,NA,NA,NA,1,2.49,2.49,2.44,1.2,0,2.805,1.885,2.305,3.85,0,0,2.645,2.015,2.56,0,0,6.07,4.19,3.84,3.72,2.26,0,0,0,2.445,2.485,0,1.31,4.27,2.47,1.65,0,1.23,1.755,0,1.2,0,3.91,0,1.235,1.66,2.995
chr1,85930453,85932977,2525,+,FALSE,TRUE,ENSG00000153904,DDAH1,TRUE,ENSG00000153904,DDAH1,FALSE,None,None,FALSE,None,None,Anti000266,-185,Divergent,None,None,2000,ENSG00000273264.1,lv1_raw,nonCoding,NA,NA,0.952380952,7,5.27,5.235,4.985,4.07,4.315,3.77,1.975,1.085,1.49,4.695,4.835,4.75,2.85,1.19,2.835,2.64,7.61,5.67,5.3,3.91,5.08,12.38,12.94,12.58,4.32,3.905,3.295,2.88,3.69,2.31,1.545,1.145,3.33,1.23,2.615,3.075,2.255,0,3.45,4.215,1.145,1.62
chr1,86042808,86046443,3636,+,FALSE,TRUE,ENSG00000153904,DDAH1,TRUE,ENSG00000153904,DDAH1,FALSE,None,None,FALSE,None,None,Anti000268,-266,Divergent,None,None,40,ENSG00000142871.11,lv3_robust,nonCoding,coding_mRNA,GWAS_DOID_10273_heart_conduction_disease[3.30E-14],0.80952381,2,5.22,5.685,5.985,6.055,5.88,5.16,4.825,4.28,4.48,4.55,6.01,5.6,4.265,3.635,1.015,4.22,9.51,9.91,7.78,8.47,7.37,9.75,11.89,10.48,6.115,6.175,5.05,3.7,3.21,2.7,3.905,3.84,4.41,2.86,3.605,2.87,3.67,2.655,3.615,5.02,2.945,1.98
chr1,91515161,91517294,2134,+,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti000277,-27331,None,NONHSAT149347.1,None,35,CATG00000007765.1,lv3_robust,nonCoding,lncRNA_intergenic,__na,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.725,0,0,0,0,2.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr1,91852789,91855294,2506,+,FALSE,FALSE,None,None,TRUE,ENSG00000162669,HFM1,FALSE,None,None,FALSE,None,None,Anti000278,17502,Internal,None,None,82,CATG00000007843.1,lv4_stringent,nonCoding,lncRNA_divergent,__na,0.45661166,4,11.845,11.67,11.195,10.86,11.19,11.015,10.12,11.04,11.56,8.285,8.685,8.835,8.285,8.985,15.09,16.18,0,3.46,4.81,2.18,0,16.43,16.585,16.65,12.35,13.71,14.465,14.455,18.27,18.95,2.69,3.605,4.065,4.065,3.075,3.68,2.285,3.885,4.815,3.69,4.46,3.29
chr1,93270562,93272827,2266,+,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti000280,-12600,None,None,None,25069,ENSG00000122406.8,lv2_permissive,coding,coding_mRNA,GWAS_DOID_3312_bipolar_disorder[8.00E-07],NA,5,0,0,0,1.18,2.38,3.495,1.165,3.83,3.5,1.295,3.345,3.755,5.555,6.065,0,0,0,2.71,0,0,0,0,0,0,0,0,0,0,3.84,5.49,0,1.635,0,0,0,0,0,0,0,0,1.64,0
chr1,93427238,93431791,4554,+,FALSE,TRUE,ENSG00000154511,FAM69A,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti000282,-180,Divergent,None,None,88,CATG00000008353.1,lv4_stringent,nonCoding,lncRNA_divergent,GWAS_DOID_3312_bipolar_disorder[8.00E-07],0.904761905,4,5.145,5.335,5.08,5.02,4.385,4.01,3.365,3.465,3.87,3.97,5.845,5.395,4.055,3.67,0,2.585,5.33,1.91,2.89,2.29,3.58,7.82,8.425,8.27,0,0.84,0,1.285,3.83,3.58,0,0,1.21,1.29,0,0,0,0.885,0.875,1.67,1.67,0.87
chr1,95391521,95411992,20472,+,FALSE,TRUE,ENSG00000117519,CNN3,TRUE,ENSG00000117519,CNN3,FALSE,None,None,TRUE,ENSG00000235501,RP4-639F20.1,Anti000287,-163,Divergent,None,None,36,ENSG00000235501.1,lv4_stringent,coding,lncRNA_divergent,GWAS_DOID_9352_type_2_diabetes_mellitus[2.00E-18],0.904761905,4,5.235,5.655,5.07,4.82,4.385,4.37,3.53,4.125,4.24,5.42,5.82,5.435,4.8,4.3,3.56,5.06,7.17,6.45,5.06,6.45,6.25,0,0,0,6.465,5.795,4.285,2.865,2.15,1.97,2.215,2.57,1.62,1.665,2.5,2.19,2.405,2.295,1.075,2.26,1.955,2.005
chr1,99979457,99981725,2269,+,FALSE,FALSE,None,None,TRUE,ENSG00000224445,RP11-413P11.1,FALSE,None,None,FALSE,None,None,Anti000289,20113,Internal,None,None,20902,CATG00000009972.1,lv2_permissive,nonCoding,NA,NA,NA,5,1.24,1.205,0,0,1.89,1.185,2.76,4.2,4.96,0,0,0,0,0,1.285,1.17,3.98,0,0,3.14,0,5.27,6.21,6.29,0,0,2.565,0,0,0,0,0,0,0,0,1.18,0,0,0,0,0,1.26
chr1,101360520,101361631,1112,+,FALSE,TRUE,ENSG00000162694,EXTL2,TRUE,ENSG00000162694,EXTL2,FALSE,None,None,TRUE,ENSG00000273204,RP4-549L20.3,Anti000297,-132,Divergent,NONHSAT149463.1,lnc-SLC30A7-3,49,ENSG00000273204.1,lv4_stringent,nonCoding,lncRNA_divergent,GWAS_DOID_12236_primary_biliary_cirrhosis[8.35E-06],0.880952381,4,5.515,6.225,5.815,6.055,5.79,4.13,3.67,3.13,3.1,6.195,5.995,6.78,4.94,2.175,5.51,5.96,7.58,7.59,7.38,7.17,8.11,12.06,12.365,12.51,4.97,2.125,2.195,3.94,6.99,5.99,5.105,4.995,6.655,6.165,4.88,5.31,5.63,6.26,6.305,5.775,5.715,6.35
chr1,101491432,101555465,64034,+,FALSE,TRUE,ENSG00000117543,DPH5,TRUE,ENSG00000117543,DPH5,FALSE,None,None,TRUE,ENSG00000233184,RP11-421L21.3,Anti000298,-60,Divergent,NONHSAT149467.1,lnc-SLC30A7-2,30,ENSG00000233184.2,lv4_stringent,nonCoding,lncRNA_divergent,GWAS_DOID_5419_schizophrenia[2.00E-06],0.071428571,1,5.615,5.425,5.26,4.99,4.705,4.44,4.455,5.485,6.345,4.755,5.345,4.43,4.555,5.245,4.01,3.535,7.34,6.51,5.46,6.36,6.35,11.93,13.005,12.72,2.695,2.105,0.895,0.91,5.55,5.34,4.31,4.18,3.84,3.195,4.98,4.955,4.24,3.2,4.255,4.14,4.38,3.465
chr1,108705648,108711954,6307,+,FALSE,FALSE,None,None,TRUE,ENSG00000085491,SLC25A24,FALSE,None,None,FALSE,None,None,Anti000300,29791,Internal,None,None,31975,CATG00000011813.1,lv2_permissive,nonCoding,NA,NA,-0.023809524,10,1.385,2.485,2.255,1.315,2.07,1.23,1.295,2.44,3.025,2.215,2.125,1.115,1.09,1.475,2.345,3.275,5.04,3.9,3.36,3,1.86,0,0,0,4.525,5.205,3.375,2.075,2.06,2.52,1.33,0,1.02,0,0.65,0.66,0,0,0,0.68,0,1.785
chr1,108742131,108748077,5947,+,FALSE,TRUE,ENSG00000085491,SLC25A24,TRUE,ENSG00000085491,SLC25A24,FALSE,None,None,TRUE,ENSG00000260879,RP11-483I13.5,Anti000301,769,Convergent,None,None,409,ENSG00000260879.1,lv4_stringent,coding,lncRNA_divergent,__na,0.69047619,4,5.345,5.295,4.96,5.595,4.46,3.46,3.765,4.41,4.26,5.365,6.175,6.27,5.36,4.525,4.45,5.16,5.52,4.83,5.39,5.77,5.47,13.09,13.175,13.01,5.395,4.87,3.595,1.13,6.3,5.58,4.94,5.585,3.96,2.93,3.84,4.425,4.09,3.195,4.4,5.09,4.225,2.765
chr1,109969286,109978568,9283,+,FALSE,TRUE,ENSG00000143106,PSMA5,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti000307,-223,Divergent,None,None,148,CATG00000012184.1,lv4_stringent,nonCoding,lncRNA_divergent,GWAS_DOID_1936_atherosclerosis[1.47E-11],0.69047619,4,4.805,4.94,5.18,4.405,3.525,3.53,2.44,3.52,3.545,5.08,5.925,4.65,4.315,4.655,1.425,2.9,5.11,3.39,4.65,4.93,4.02,6.83,7.855,8.44,1.33,0,0.57,0,4.81,4.62,3.605,2.64,2.95,2.56,3.77,3.47,2.225,2.47,3.785,3.335,3.285,1.93
